BILLIARD,GOLF,X.1500M,X.2KROW,X.12MINTR,BENCH,CURL,MAXPUSHU
-1.38E-01,0.718981287,0.431850687,-0.619315766,-0.215769009,-0.771317032,-1.154251988,0.308495523
5.42E-01,-0.104523274,-0.47232735,-0.98139575,1.134229193,-1.395532718,-2.475568039,-1.911353295
-1.03E+00,-1.375125633,-0.000149411,-1.828350677,-2.258792581,-1.333507288,-0.862895817,-3.546900768
1.66E+00,-0.183711013,-1.407845962,0.360288223,-2.294047461,-0.17654991,-0.898512442,-0.707414143
6.38E-01,1.532752252,1.778178352,1.660519229,0.872768064,-0.501440863,-0.292693974,1.31253152
6.54E-01,0.598097792,-0.020113834,0.273184307,1.09091389,-0.062107268,0.05807184,1.175182056
-1.24E+00,-0.489701393,-0.51375638,-0.790437089,-1.197110991,-0.021384727,0.816359338,-1.785510231
-1.44E+00,-0.953718163,-0.848711478,0.404631502,-0.177028243,-0.111729695,0.679397248,0.056575166
1.24E+00,1.133678203,-0.723069404,-0.04439364,-0.587768666,1.254792614,-0.240581367,1.434372467
-1.58E+00,0.168426483,0.233643126,0.404582259,0.991732549,-0.99720649,-0.752482315,-0.277169741
5.37E-01,0.326550582,0.549669541,0.62688142,0.518671487,1.194640591,1.36951298,0.902410633
8.08E-01,0.969085047,-2.499571508,-0.142946768,-0.731958496,0.557161924,-0.090153483,-1.553881381
8.69E-01,1.257608453,0.076392531,0.287741113,1.216915116,1.217692012,-0.413373496,-0.216054561
-1.99E+00,-1.099024984,0.925799258,1.088652669,1.094722888,-0.299795227,-0.51303866,0.526104672
-3.41E-01,0.076923193,-0.459170127,-0.216073078,0.36242505,1.304781348,0.169527949,-0.777930154
2.53E-01,-0.866852285,0.053424579,-0.212005084,-1.496477696,0.22848735,0.726787759,0.289707694
-2.31E-01,-1.663241072,0.00890708,-0.429304407,-0.004932896,-2.457267195,-1.305744411,-0.882559579
4.04E-01,1.376864406,-0.224153319,-0.577298309,1.173517213,-1.625932602,-1.391165515,-0.040788968
-1.47E+00,-1.453656424,1.090162974,-0.420875191,-0.88112682,-1.674480921,0.003379227,-0.909196704
1.08E+00,0.035314378,-0.670294169,-0.986815305,-0.795426311,0.11234244,-1.478154338,-0.335980582
-2.15E-01,-0.527087912,0.581125699,2.059481578,2.253940341,-0.339923852,-0.730156511,0.301203093
3.07E-01,0.115986915,-0.836125966,-0.067992277,0.453078204,-0.25748764,-2.001318718,-0.918971796
1.90E+00,0.553318753,-0.238412039,1.131083875,1.29131718,0.874775505,0.943261828,1.109203038
-3.88E-01,0.471021743,-1.227851492,1.323757249,-0.169144241,1.182958762,2.347734883,1.288323285
-1.01E+00,-0.261633998,0.010055836,-1.704732573,-0.04476759,0.151318764,-0.030411202,-0.830851762
-7.44E-01,0.019343539,-0.081784623,0.258529167,0.762962844,-0.343229568,-0.565417203,0.041963875
-1.37E+00,-1.56738252,0.787888734,0.184502888,0.968542955,-1.665741094,-1.402647039,-0.888917446
1.66E-01,0.413373768,-0.078661277,1.159223504,0.966060084,-0.178818349,-0.440146714,0.46432043
1.43E+00,1.933339282,-0.454091975,0.729793027,-1.127229756,0.720737269,0.729505634,0.258085076
-1.86E+00,-0.626170721,0.145594277,1.318600207,0.385031547,-0.674215419,-1.124392501,-0.067958991
-6.31E-01,0.126757143,0.586936201,2.039383442,1.141086543,1.197832043,1.13065478,0.867023533
8.94E-01,0.541236378,1.570093244,0.688522713,1.76716079,0.451980044,-0.390895934,1.9714497
2.76E-02,0.280035833,-0.392483817,-0.147769963,-0.594849888,0.62187715,-0.675443777,-0.319129308
7.81E-01,0.958175047,1.328905796,0.908407835,0.837376422,-0.314360573,0.090377058,0.200024863
-4.29E-01,-1.745418027,-0.132380618,-0.258336127,0.187873031,-0.01849755,0.28871076,-0.502442385
-3.58E-02,0.372942808,0.783906314,1.02329553,1.974756544,-0.916324921,-1.597522618,0.037377879
-2.60E-01,0.478630036,-1.392632058,-0.333450982,-1.604520424,0.432062596,0.602007245,-0.264655552
2.85E+00,0.80820506,-0.643025795,-1.000932793,0.667208113,1.593832751,0.897478679,-0.869400041
5.00E-01,0.650419181,-0.123557199,-0.756736316,-1.585898783,0.865564068,-1.090558806,-1.323033914
3.10E+00,1.588464732,-0.328881173,0.586905009,-0.780842241,0.8908324,1.008129721,0.468568356
9.02E-01,0.48754858,-1.20780044,-1.51605092,0.374939225,-0.289886118,-0.74781317,-0.185904752
7.74E-01,-0.304265571,1.176570261,0.878049729,1.389313251,-1.057993033,1.494291579,-0.230491303
-5.91E-01,-0.919454342,-1.289125787,0.278885078,-2.106627198,1.617253831,1.960239108,0.377512381
-2.47E-01,0.428658338,1.485144253,0.429934269,0.196315911,0.277825289,0.058093262,0.457707641
-5.49E-01,-0.206702485,-1.004331897,0.644553133,-0.410587635,0.773240158,0.881481407,1.587509974
6.68E-01,1.295265726,-0.088184561,-1.656151823,1.040874249,-0.674929313,-0.422930688,-1.730227209
2.27E+00,1.507129448,-0.537041607,0.143901481,1.374577358,-0.241237889,0.041151236,-1.169474982
5.91E-01,0.193480811,-0.383438134,-1.356366286,-0.170634741,-1.577116429,-0.682318965,-0.597559961
1.22E+00,-0.141701074,0.617114422,1.139516223,0.390935143,2.105036039,1.849063077,3.385114197
-3.64E-01,0.163945884,0.939902201,-0.506796257,0.49256574,-0.751916037,-1.570704486,0.589702874
-2.20E+00,-1.446153713,0.871888448,0.126734239,-1.282723254,0.153148696,2.357705381,0.883286434
3.85E-01,1.119503026,-1.554629058,0.274322706,0.738811092,2.541775559,1.079854107,-0.06511183
1.38E-01,1.663429855,0.91741105,0.211874775,0.737363436,0.359958764,0.3563131,0.821885184
-7.77E-02,1.479492327,-0.106016535,0.268887313,-1.776303358,0.846354831,-0.797576095,0.490273275
-2.01E+00,-1.130543762,-1.133616415,-0.551541591,-1.38614998,0.78437999,-2.12027233,0.915507968
-9.63E-01,-0.712545797,-1.171680805,0.280450823,-0.515248489,0.363406371,-0.421962362,0.459838178
8.34E-02,0.431506047,0.372602437,0.56335555,-0.136877469,0.559554647,-0.161813356,-0.376804246
6.29E-01,0.992857585,-2.011714669,-0.387320485,0.094603347,1.928897133,1.699727868,-0.295607213
-8.13E-01,-2.177138255,0.623552263,-0.400706339,0.888832259,0.089279564,-1.266226551,1.601190028
-8.17E-01,0.030897581,1.503407321,1.195961027,1.843255036,0.196491275,2.006528627,1.478844386
-8.08E-05,0.663565231,0.124804596,0.715443287,0.223993248,2.340102818,0.953111856,0.50525947
-2.28E+00,-1.278109015,-0.72137198,-0.383831312,-1.498448191,-0.68424432,-1.308782253,-0.969018059
-1.74E-01,-0.414951518,-0.716325891,-0.617627185,-1.260204004,1.250270667,1.057231228,-0.462975898
2.60E-02,-1.248756147,-0.145381974,0.229066946,-1.59093387,-0.758551262,-0.836084268,-1.636303865
-1.88E+00,-0.577715824,-0.60540175,-0.484170183,0.129111599,-0.153468889,-1.697532031,0.020221174
1.09E+00,0.224023376,1.295477345,0.514704009,1.054925832,-0.28876889,0.252102088,1.274126443
-6.46E-01,-1.036377979,-0.333081844,-0.023920066,-0.306103066,-1.716695373,-1.72778694,-0.683597259
9.37E-01,1.502027878,-1.146717087,0.708870509,-0.528475387,1.013462655,0.960609904,-0.339778097
-3.31E-01,0.407051585,0.237825821,-0.348492578,-0.27987253,-1.646433486,0.069458903,-0.982927036
-1.34E+00,0.153338896,-0.337676608,-0.982479373,-0.718619879,-1.231765675,-1.602836579,-0.602351827
-1.13E-01,-1.520432719,-0.072826274,-0.06141226,-0.196012277,-0.73686106,-0.198832865,0.092972998
1.25E+00,3.078290787,1.381459037,1.00184366,1.466897935,0.402771728,0.54921749,0.095847028
5.89E-01,-0.117867915,0.994789289,1.348323472,0.803341342,-1.624829252,-1.221280276,0.58255841
8.39E-01,0.031419765,1.525133359,0.603245818,1.33161406,0.893174876,0.112695327,0.184280527
4.29E-01,-0.335500225,0.031117722,1.118791987,-0.258569167,0.551757461,-0.629586374,-0.070819837
1.08E+00,1.486809679,0.785120567,1.347583906,1.47765891,0.234396887,-0.169346227,0.2030186
1.46E+00,0.945301321,0.372590484,1.193083304,0.597783597,0.669210304,0.616192204,1.148419295
-1.61E+00,-0.300259815,0.451222825,-0.283454315,-0.788388198,0.84020649,1.334691708,2.314069471
7.11E-01,-0.197276399,0.236756617,1.480488291,-0.322904256,0.051025179,0.69581052,-0.24824913
1.26E-01,1.447365705,0.7634374,1.977267642,-0.82347268,-0.325492227,1.190351784,0.22882037
-1.71E+00,-1.588358552,0.943370267,-0.153182283,1.860521213,-1.237918616,-0.911833242,0.158358555
5.14E-01,-0.593073962,-0.075911032,0.90624855,-1.41778609,0.66795319,-0.746933984,-0.252262346
1.63E+00,1.413209738,-0.612165491,-0.674124295,-0.516409514,0.312574328,0.21762133,-1.215467945
2.04E-01,-0.566833233,1.198293426,0.221019447,0.739367989,-0.563909249,-0.371042343,-0.823999249
6.07E-01,0.901143041,0.236503972,0.424665039,0.054036803,0.720742202,1.207221762,1.608613491
1.32E+00,-0.772887619,-0.28059377,-0.806600048,-2.53010673,-1.487640468,-0.8120689,-1.241769872
1.10E+00,2.441493914,0.933874771,-1.199996996,0.703317848,-0.126925115,-0.137270268,0.997489234
-7.63E-01,0.882567949,-2.083119155,-0.591252299,-2.172054809,-0.471357085,0.138160017,0.296482035
-3.59E-01,-0.938933049,-0.762506805,-2.975905005,-0.110011447,-2.111272794,-2.136858868,-2.600173889
2.92E-01,0.543334736,0.395020753,-0.503548333,-0.071568053,-0.240881362,-0.512089476,-0.976650052
-1.18E+00,0.108582318,0.94697512,-0.911455938,0.682373518,0.447638071,0.468880647,-0.294853849
9.52E-01,0.558136364,-1.102174421,-0.080620548,-1.321840721,1.511046737,0.184957962,-0.622482486
6.09E-02,-1.26384279,0.460112353,-1.046561398,-0.660067569,-2.050993625,-0.949795025,0.272598217
1.54E+00,1.779156064,-0.039992303,0.211312546,-1.784760535,1.111336041,0.26857888,0.837501929
-1.66E+00,-4.005105503,-0.12249709,0.044141055,-0.467122907,-0.660485481,0.554043074,0.0630872
7.59E-01,0.110722101,-1.380421794,0.274161299,-0.415257731,0.799188646,1.796041315,1.392812728
4.50E-01,-0.129909765,0.563279153,-0.057287427,1.341366024,0.217460763,-0.481033532,0.558139297
-1.92E-01,-0.95879367,1.15168818,1.005055613,1.562003327,-0.414566227,-0.527682248,1.289745824
-1.93E+00,-0.111850737,0.306653439,-0.053772993,0.666477765,0.263834588,1.355527452,-0.889636295
-1.20E+00,-0.802790663,1.49227845,0.469904363,0.987648859,-0.883867073,-1.562482561,0.230922338
2.18E+00,2.263436107,0.54302494,1.410954905,1.55784692,-1.25662626,-0.822152281,0.678505744
1.49E+00,-0.745692675,0.040490703,-0.736529699,-0.024268414,1.192888313,0.302255464,-0.177547037
-8.34E-01,-0.510283943,-0.02674202,0.804100648,-1.704781381,0.835522856,-0.294766984,0.228865161
-1.93E-01,-1.504149883,-0.994741197,-0.804342043,-0.330723888,-0.402933287,-1.016810879,0.010066183
6.00E-02,1.235193608,-2.104621579,-0.089613675,-0.915950021,0.645332336,1.609539834,0.336516478
7.97E-01,0.466549763,-0.460948219,0.686525666,1.080383527,-0.683347955,-0.452327745,-1.099976897
1.11E+00,-0.04165116,-0.318397204,0.225539609,-0.098817982,0.363809476,-0.366149607,0.548103943
-8.23E-01,-0.956485282,-1.456569638,-0.714135155,-0.66468835,0.887889075,-0.720262362,-2.046716764
7.03E-01,-0.678129653,-0.041760575,-0.018227885,0.603496397,0.392252208,0.703272592,0.297403055
-5.28E-02,0.504803626,0.260459001,-0.234768105,0.346979288,-0.133845917,-0.099287498,0.197717626
9.88E-01,0.098079326,-0.128442216,-0.646163334,-1.140190961,0.936439094,-0.125753301,0.523314089
-1.44E-01,0.831603286,-1.166069342,-1.304292458,-0.396252582,0.527581976,0.454775604,-0.859034287
3.49E-01,0.034951652,0.59264711,-1.690186936,-1.166312941,0.732044454,0.172148257,-0.23313141
-1.63E+00,-1.153920539,0.847339624,-2.252275258,0.504910922,-2.005601058,-2.521653425,-1.162105099
-3.10E-01,-1.262384608,0.823618733,0.191391287,1.733145927,-2.091091659,-1.312873489,-0.284747971
-1.91E+00,-0.628015143,1.083215919,0.096759464,-1.316027824,-1.436444156,-1.12205839,-0.804508289
-1.42E+00,-0.417314871,0.716903313,-0.027356431,0.759855632,-2.094887847,-0.922695597,-0.50559398
1.96E+00,2.917151375,0.626517636,-0.419999222,0.02364762,-0.775621012,0.013542575,-0.715060645
4.77E-01,-0.68820657,-0.956589165,0.438398709,1.233340117,-0.295095589,-0.018268213,-1.331828246
-1.75E+00,-1.961648064,0.273622517,0.276713039,-1.505704282,-0.484145959,0.583489096,-1.019619677
5.73E-01,0.343789521,-0.268936528,0.296829663,0.817605843,2.21543991,1.620762921,1.335234772
8.33E-01,0.764088305,1.774062225,1.093367946,1.190222805,0.033275255,0.394139421,1.709465866
4.73E-01,0.170474355,-0.603479219,-0.637533953,0.144153852,0.375272089,-0.132050115,-0.721409326
1.69E+00,1.677723489,-0.501274792,2.101561075,0.749570998,0.28163033,1.286952241,-0.947213114
8.45E-01,0.773751285,0.841323239,-1.245651489,0.720827313,-1.632697679,-0.200826876,1.147267737
7.49E-03,0.018281602,1.102581946,-0.053438158,-0.017982879,0.413104159,0.525881422,0.452102475
1.48E+00,1.326121273,0.648689672,-0.124147704,0.346612208,0.518922078,-0.184350937,-0.420924484
2.25E+00,1.691450595,0.010921831,1.159066848,1.080743358,-0.476166083,0.535810758,0.67322732
-6.36E-01,0.095826995,-0.628200605,-0.791016425,-0.985780823,0.289594719,-1.288053524,-0.565481895
-2.98E+00,-2.207755735,-0.074788137,-0.406422951,1.126023508,-1.894863059,-0.542090709,-1.088432786
-1.49E+00,-0.508585093,1.797759742,0.624505452,0.618998048,0.033395584,-1.209189548,-1.220597231
1.94E+00,1.607799124,1.011206107,0.672489635,-0.597403324,0.166101024,-0.184389998,-0.278523635
7.36E-01,1.972287543,0.868610204,-1.203553128,-0.980658648,-0.301589373,-0.684204699,0.157716592
-4.88E-01,0.215130372,0.198825496,0.109276459,0.740583918,-0.467957285,-0.193315749,-1.077994451
-1.75E+00,-0.283816522,0.55052121,1.69939788,2.485448498,2.775042736,0.572153658,2.324839808
9.40E-01,0.764691293,-0.557857719,-2.864932882,1.084759323,-0.493809664,-0.037186085,0.881095629
6.35E-01,0.214457001,1.335696358,-0.086635061,1.22704568,0.261889296,-1.129597463,0.09955912
5.32E-01,0.108254893,-0.573507218,1.250160217,0.855491965,1.092317443,-0.661698038,-0.291978205
2.32E+00,1.377445683,0.343599181,-0.202670072,1.662040334,-2.45595697,-1.376272443,-1.778374063
8.75E-01,0.028138503,0.69333754,-0.3026274,-0.82159805,0.294040214,0.467832072,1.137317919
3.60E-01,0.792669933,-0.731897251,0.480781593,0.753363701,0.293261674,0.021719782,0.126706175
7.45E-01,0.703151325,-0.103090598,-1.690048811,-0.057940489,-0.439007345,-0.163636843,-1.629204135
4.57E-01,-0.11475152,-0.735131293,0.016096447,-0.830668934,0.62691862,-0.763171766,-0.404023533
-1.36E+00,-1.035161819,-0.005061175,-0.769653923,-1.383120536,0.760082929,-0.770607647,-0.18749848
-5.10E-01,0.160736326,0.873330235,2.36322261,0.211587729,-0.173302254,0.581759165,0.724724523
-1.46E-01,-1.02222678,1.045397711,-0.79040006,1.921712421,-1.161404766,-0.784987132,0.12958305
-4.05E-02,-0.733255481,0.39744232,-1.200811497,-1.355530207,0.488190758,1.530885386,-0.180447778
2.06E+00,1.511830974,0.542292516,-0.75152051,0.492942689,0.101636586,0.355675598,0.549929418
8.59E-01,-0.599167271,-0.438126158,0.038510181,-1.525516572,0.135043904,0.832113949,-0.409146899
1.44E+00,0.479787481,-0.635541412,1.79642748,-1.261052503,1.246778737,2.084981855,1.246621193
3.28E-01,1.368743138,-0.081653782,0.388653544,0.396769926,1.79971964,1.683694844,2.565435533
-8.29E-01,-1.433863675,-2.311114978,0.87753199,-2.134848975,0.817633073,-0.512452099,-1.303907495
1.28E+00,0.950780471,-2.107066069,0.177035755,-2.105424839,3.991218672,1.135857574,0.834636136
-1.19E-01,-0.64866135,0.547706406,1.620120097,0.174554854,-0.366961608,-0.027244473,0.449659113
-1.80E+00,-2.12451568,-1.23742596,0.431768738,-1.490198658,-0.402991737,0.43873087,-0.749297479
-8.00E-01,0.479262757,-0.580113295,0.534920288,-1.795130364,0.677981546,-0.050868991,-0.314858625
1.38E+00,0.055519169,1.215452767,1.020520053,0.959900472,0.837718502,-0.075624322,1.052375797
3.19E-01,-0.282980157,0.363965368,-0.844113852,-0.418090258,-0.017803,-1.320451703,-0.163295741
6.56E-01,0.055120576,-0.494440882,0.048125211,-0.660344077,-0.305936749,-0.441934138,-1.226958617
4.52E-01,-0.258781079,0.453723952,-0.624117503,-0.267193065,0.050642795,1.52585428,-0.285295701
9.05E-01,0.153296157,-0.687108054,0.181910409,1.175903229,1.25651449,1.247099959,0.756360256
-9.93E-01,-1.197556006,-0.035801993,0.388885842,-0.369274436,-0.22952145,-0.200246528,0.639682661
7.93E-01,-0.4878949,-0.383047716,0.564721456,-0.151777661,-0.283826025,-0.163951683,0.468760285
-4.17E-01,0.137610809,-2.560062706,0.066241278,-1.855063542,0.791298429,1.385003726,0.129511516
1.44E-01,0.986745235,0.706588098,-0.736977663,-0.638630737,-0.86124411,-1.313773371,-0.507058477
1.21E+00,-0.291921215,0.368980531,-0.070061875,1.003258239,-1.327379052,0.46969163,0.791303795
1.52E+00,0.688018222,0.405545992,0.344654551,0.115141133,-0.17623817,0.464566928,0.139043746
8.60E-01,1.798689564,-0.168283741,1.016366274,1.496566774,0.169685777,0.690567975,0.572195908
1.41E+00,1.603165533,-0.478738206,-0.260191574,-1.684822051,0.130245429,-0.392975964,-0.682782285
6.13E-01,-0.898638838,-1.578922884,-0.560698577,-0.917622409,0.211144884,-0.003560654,-0.162227385
6.57E-02,0.694308988,-0.735453853,-0.028142452,-0.622453449,1.347056279,0.7828608,0.371567037
1.91E-01,1.3392923,1.093752192,1.52404021,1.798811146,-0.402632917,-0.431901426,1.180152263
-1.99E-01,-0.107893246,1.552877978,0.662402451,0.749550117,0.644245515,1.002766393,0.061665833
-2.47E-01,-0.650848452,0.752064002,1.86181851,-1.282870702,1.471205876,0.438834119,1.523883291
-7.16E-01,-0.518839925,-0.81906568,0.961172839,0.444080899,-0.196182008,2.198866478,0.519204035
9.61E-02,0.218471901,-0.193339402,-1.731098255,-1.251478797,-1.378905431,-1.007940382,-1.461102011
-5.95E-01,-0.40887629,-0.859957805,-2.096540362,-1.029774989,0.037219439,0.875068765,1.097394479
3.96E-01,0.410770266,-0.087396103,1.553069934,0.771498678,0.203573963,-0.057918079,0.834057244
7.60E-01,-0.328150938,-1.415149963,-2.546544285,-0.353599143,0.899970951,1.051271909,-0.354444354
1.78E+00,1.752125519,-0.633355675,-0.366506689,-0.576519064,0.55502845,-1.221004582,-1.398273047
6.91E-01,0.108062306,0.61799631,-0.771710615,0.107971495,0.77818094,0.190491781,1.007230169
1.68E-01,0.803760764,0.245108168,-0.540631023,-0.255318825,0.0894972,0.369302292,0.746025769
-4.96E-01,-1.361131216,0.941183665,-0.315282277,-0.049681507,0.285063456,-0.173619392,-0.295699567
2.18E-01,-1.309578144,0.664646105,-0.554893569,0.678493449,0.071959193,0.138022171,0.220413964
5.91E-01,0.414632908,-0.005660354,2.051302288,1.718601116,1.078940599,0.6504036,2.749051151
-1.89E-01,-0.774032511,-0.950293769,-2.296737216,-1.080376348,-0.30357255,-0.296066064,-0.878038494
-8.54E-02,-1.180187823,0.501318613,0.797682496,1.182849373,-0.463868216,-0.994275751,0.402121379
-8.61E-01,-0.178308305,-0.200374606,0.005313642,-0.263634605,0.797300929,0.030867101,0.561473003
-1.57E+00,-1.485551836,-1.552993917,0.016602688,-0.785739756,0.038143801,-0.607877062,-2.403030016
-1.12E+00,-0.365561831,0.8704705,0.624126722,0.554583565,-0.101787307,-1.252159497,0.534062687
-4.12E-02,-0.77131465,-1.910825118,-1.157186315,-2.094218543,0.108340144,1.104262162,-0.153839475
6.57E-01,0.846938119,0.162223554,2.45688071,-0.691570485,3.009026091,1.99414389,1.12259474
1.01E-01,-0.313895797,-0.771461571,-0.902420137,0.864157073,-0.421933282,0.091191621,-1.519888311
2.69E-01,-0.111810286,-0.135841203,-0.029654647,-0.863428359,0.059722708,-1.015730481,0.689127288
-8.75E-01,-1.006374961,-2.284927508,-0.486585505,-1.574784646,2.187213061,1.680753051,-0.417084902
5.87E-01,0.989510093,0.640728279,0.035947317,0.594479206,-0.642455691,-0.849394579,0.521221264
6.66E-02,-0.398325925,0.277945772,-0.159090592,-0.146637051,0.698227033,-0.729044062,0.615126603
4.08E-01,-0.361314919,-0.12779282,-0.1023127,-1.58765348,1.273888217,-0.542061985,0.62265611
-5.54E-01,-0.435427089,-0.512575621,1.048523593,0.624329506,-0.711154698,-0.669174837,0.178013297
8.10E-01,-1.050708546,-0.716142012,1.544949835,1.594022388,0.854846141,2.326761264,1.378601704
-1.58E-02,0.632679774,0.125273247,0.951548051,2.28910068,1.458916067,-0.468094874,1.125033559
6.67E-01,0.115878288,-0.7666543,-1.281587359,-0.574434246,0.561964319,1.141828223,0.778834272
3.43E-01,0.182592797,-1.418359622,-1.071498294,-1.392186135,-0.467616867,-1.107934841,-0.975972329
-1.22E+00,-0.092423207,0.409729897,-1.707858722,-1.141513209,-0.556357875,-0.35969933,0.193834033
1.24E+00,0.083091704,-0.378691296,-0.302961637,-0.685020253,0.149289855,0.563074302,-0.339654699
1.40E-01,0.872625806,-0.629592326,-0.890465135,-0.268401908,1.100554525,0.605168824,0.18784666
-4.83E-01,0.507377405,-0.803183059,-0.752345305,-0.573977915,0.763330854,-0.75761513,-0.033439554
2.43E+00,0.097393295,1.42346354,0.330042325,-0.166183704,1.898287801,0.911271716,1.712183516
9.04E-01,-1.019353928,0.456543279,-0.706839018,0.780522184,-1.464693033,-0.654625831,-1.204508318
-3.44E-01,0.099817133,-0.295519088,1.773734994,-0.026899159,0.675696306,0.07403018,0.727305802
6.61E-04,-0.853632259,-0.515124609,0.125520741,0.991478069,0.555433548,0.403783362,0.769598976
-2.93E-01,-0.283712917,-1.492956273,-0.725928849,-1.457350999,1.124022049,0.407177987,-0.783029968
-3.65E-02,1.264150362,-0.466304633,-1.078942917,-0.615431383,1.485280469,1.277653907,0.55443581
-3.57E-01,-0.82028049,-0.270152337,0.063902865,0.349138173,-1.024249806,-2.080699006,-0.647198695
6.93E-04,-1.1017328,-0.57994694,-1.073410891,0.008130005,-1.055838256,-0.297784973,0.889306377
1.11E+00,1.296666636,-1.477743138,0.096414433,-0.587894347,0.529077626,-0.84877463,-1.294556129
8.87E-01,1.262378931,-0.047398985,-0.385640536,-0.52102562,0.559125774,-0.229564506,0.080583023
-1.01E+00,0.05875279,-0.288233973,-1.180381747,-0.232671992,-0.153815374,-0.306863442,1.312738607
6.96E-01,-0.253097521,-0.674791383,0.145536907,-1.07404152,0.921663471,1.557808817,0.926228196
1.90E+00,3.087379776,-1.234706625,-1.715502611,-1.365281244,-1.373711176,-0.912740745,-2.491495995
-1.27E-01,-0.680108635,-0.888315928,-0.826828402,-0.147371166,0.132590475,1.083738867,0.843703499
1.20E+00,1.777412177,1.515333769,2.056433909,0.971196658,0.422595121,0.474891048,1.589060516
7.83E-02,0.345134622,-2.268771681,0.094678085,-0.903283502,0.098925667,1.055811157,0.099679026
-8.24E-01,0.379199067,0.144163764,0.482388476,0.405312691,0.395823547,-0.597303283,0.116749668
2.90E+00,2.658654236,0.313083782,0.589657011,0.519480755,0.019080933,0.147208802,-1.339179044
-4.88E-01,-0.953927633,0.83404868,0.347805134,1.356024509,0.020523854,-0.787676277,-0.871715586
-2.44E-01,-0.1322621,-1.446857982,-0.453711316,-0.723907238,-0.19326056,0.803720771,-0.521133421
-1.48E-01,-0.345650632,0.078294344,-1.065358855,0.412965832,-0.176126963,1.724095039,-0.462910376
-1.01E+00,-0.923843065,0.358283185,1.455198477,0.93497024,1.205911231,3.589118892,1.95637918
2.79E-01,-0.112863889,-1.247142104,0.296817423,-0.508668168,2.380404765,1.139352761,0.622708744
-1.23E-02,-0.267098724,0.628815614,1.527490775,0.589953045,-1.281917727,-0.022254217,0.274600184
-3.98E-01,-0.105606207,0.169367334,0.004241887,-0.013965325,-0.569422886,0.442689379,-1.002054819
-4.83E-01,-0.610559291,0.099949204,-1.700194382,-0.208688197,-1.291784004,-1.758624097,-0.379102922
-2.25E-01,-1.826780476,-0.712623441,0.171509525,0.160761441,-0.495781158,1.493373652,0.019278217
3.29E-01,-0.64044941,-0.006963994,0.310853828,1.555707585,0.400931641,0.206865938,0.37040071
3.56E-01,2.211353101,1.625007089,0.388715205,1.287261498,0.371130922,-1.079859253,1.029797487
-1.11E+00,0.215267903,0.093608806,0.882593347,-0.834728072,-0.423136751,-0.026758312,-0.138222969
1.64E+00,-0.063135605,0.156074962,0.570519279,1.01139272,-1.716436884,-1.882394612,0.198306286
-7.80E-01,-0.340366544,0.078105613,0.735123588,-0.49969565,0.375888658,0.094023255,0.223168633
1.21E+00,2.116248559,0.139483353,-1.118953717,-1.063755647,-0.734508201,-0.04773079,-0.485433194
-1.08E-01,0.581489464,0.288338761,1.346302111,0.955169657,0.822869339,0.459885935,2.421584273
1.01E-01,-0.660854062,1.326534348,1.048464997,1.249033576,-1.17577761,-0.966409459,-0.078259781
-8.06E-01,-1.026850045,-1.307602337,-1.159202721,-0.680284136,-0.739715373,-1.209170608,-1.35647802
-9.75E-01,-0.763913232,0.874062496,-0.678933777,-0.566372986,-1.769944078,0.133367252,-0.247646652
-6.35E-01,-0.022278703,-0.112862418,1.363369706,-0.110865983,-0.504724498,-0.676964063,-0.263031452
1.20E+00,1.379015339,2.348238771,0.415672116,2.016069554,-1.461509363,-2.783892507,-0.227588815
-3.71E-01,0.110217239,0.610758093,-0.050794932,0.132131997,0.344779312,1.840718097,1.165176325
-1.33E+00,-1.308862232,-0.6899786,-1.635453314,-1.643754644,-0.035808558,-1.053932505,0.11789539
-1.76E+00,-1.407828824,1.265300331,0.093616792,0.186622318,-0.404410895,-1.442682998,-0.03710128
2.07E+00,1.421975345,0.569628737,-0.669613018,1.296703617,-0.021387627,0.170052856,-0.701860707
-7.03E-02,-2.143614051,-0.232326525,-1.32771159,1.614758058,0.530267541,0.814876139,0.449580162
-3.05E+00,0.131591926,-0.397339129,0.201416084,-1.504939421,-0.507500839,-0.825994135,0.859442344
7.32E-01,0.624445879,0.36006204,-1.8249749,0.585858538,-3.202956177,-1.165507456,-1.692251886
3.12E-01,-0.696399776,0.386017297,-0.868376205,-0.516251737,-0.4376604,-1.737778202,-1.518702287
-1.48E+00,-1.669402928,0.013408786,-0.590461617,-0.452347997,-1.354395161,-1.216828516,0.25832952
1.10E+00,1.115390423,0.80331831,0.399779355,0.126338648,-1.061313144,-0.221907187,-1.258804235
1.37E+00,-0.839547606,1.862307719,0.795552324,1.320094901,-0.976839731,-0.908686608,0.813970555
1.35E+00,0.551942334,0.492822016,-0.064076822,0.060080354,0.329601226,0.494434851,1.532762173
-9.45E-01,-1.364379333,0.863315406,-0.625002545,-2.15617628,-0.337164644,-0.097092193,-0.47468237
7.09E-01,0.843350869,1.503386164,0.139388159,0.908299699,-1.912405813,-1.459595537,-0.211949796
-5.59E-02,0.241933269,-0.697321966,-0.179177372,-2.324089614,0.654945364,1.182710166,-0.221580411
3.10E-02,-1.582568631,-0.769574475,0.80852818,-0.152368326,1.122607893,0.80477433,1.736828657
-1.38E+00,0.860425817,-0.573112319,-0.07199142,0.593681928,-0.565293024,-0.634038423,-0.18597177
